oid,classALeRCE
sim_CV_Nova_00260,CV_Nova
sim_CV_Nova_00593,CV_Nova
sim_YSO_00876,YSO
sim_E_00941,E
sim_AGN_00174,AGN
sim_E_00883,E
sim_SNII_00754,SNII
sim_RRL_00996,RRL
sim_E_00576,E
sim_CV_Nova_00781,CV_Nova
sim_Periodic-Other_00014,Periodic-Other
sim_E_00281,E
sim_DSCT_00131,DSCT
sim_LPV_00264,LPV
sim_E_00646,E
sim_LPV_00672,LPV
sim_CV_Nova_00036,CV_Nova
sim_SNIa_00871,SNIa
sim_DSCT_00713,DSCT
sim_CV_Nova_00085,CV_Nova
sim_Periodic-Other_00166,Periodic-Other
sim_AGN_00068,AGN
sim_E_00493,E
sim_E_00005,E
sim_E_00787,E
sim_Periodic-Other_00201,Periodic-Other
sim_LPV_00542,LPV
sim_SLSN_00555,SLSN
sim_DSCT_00706,DSCT
sim_AGN_00943,AGN
sim_AGN_00718,AGN
sim_E_00851,E
sim_LPV_00857,LPV
sim_QSO_00399,QSO
sim_RRL_00180,RRL
sim_Periodic-Other_00613,Periodic-Other
sim_QSO_00819,QSO
sim_SNIbc_00971,SNIbc
sim_SNIa_00921,SNIa
sim_SNII_00630,SNII
sim_SNIa_00172,SNIa
sim_SNIa_00405,SNIa
sim_QSO_00037,QSO
sim_Blazar_00780,Blazar
sim_DSCT_00719,DSCT
sim_Blazar_00885,Blazar
sim_SLSN_00317,SLSN
sim_E_00712,E
sim_LPV_00038,LPV
sim_LPV_00834,LPV
sim_SNIa_00189,SNIa
sim_E_00997,E
sim_AGN_00028,AGN
sim_CEP_00238,CEP
sim_SLSN_00584,SLSN
sim_Blazar_00805,Blazar
sim_E_00143,E
sim_CEP_00096,CEP
sim_LPV_00071,LPV
sim_AGN_00593,AGN
sim_QSO_00795,QSO
sim_YSO_00666,YSO
sim_LPV_00484,LPV
sim_Blazar_00014,Blazar
sim_SNIa_00438,SNIa
sim_QSO_00000,QSO
sim_CV_Nova_00741,CV_Nova
sim_Blazar_00483,Blazar
sim_E_00854,E
sim_Periodic-Other_00292,Periodic-Other
sim_Blazar_00168,Blazar
sim_Periodic-Other_00195,Periodic-Other
sim_RRL_00001,RRL
sim_YSO_00019,YSO
sim_E_00707,E
sim_SNIbc_00885,SNIbc
sim_QSO_00938,QSO
sim_CV_Nova_00734,CV_Nova
sim_SNII_00712,SNII
sim_LPV_00416,LPV
sim_SNIbc_00804,SNIbc
sim_CV_Nova_00250,CV_Nova
sim_DSCT_00647,DSCT
sim_LPV_00267,LPV
sim_SNIbc_00012,SNIbc
sim_E_00230,E
sim_YSO_00347,YSO
sim_CEP_00851,CEP
sim_E_00848,E
sim_Blazar_00103,Blazar
sim_SNIbc_00493,SNIbc
sim_Periodic-Other_00938,Periodic-Other
sim_DSCT_00607,DSCT
sim_Periodic-Other_00383,Periodic-Other
sim_LPV_00758,LPV
sim_AGN_00615,AGN
sim_Periodic-Other_00062,Periodic-Other
sim_RRL_00153,RRL
sim_DSCT_00863,DSCT
sim_DSCT_00477,DSCT
sim_RRL_00162,RRL
sim_SNIbc_00353,SNIbc
sim_YSO_00827,YSO
sim_QSO_00990,QSO
sim_DSCT_00733,DSCT
sim_CV_Nova_00806,CV_Nova
sim_AGN_00271,AGN
sim_YSO_00483,YSO
sim_DSCT_00442,DSCT
sim_AGN_00884,AGN
sim_RRL_00671,RRL
sim_CEP_00200,CEP
sim_SNIbc_00004,SNIbc
sim_AGN_00493,AGN
sim_AGN_00990,AGN
sim_Periodic-Other_00136,Periodic-Other
sim_Periodic-Other_00143,Periodic-Other
sim_CEP_00912,CEP
sim_SNIbc_00377,SNIbc
sim_SNIbc_00211,SNIbc
sim_AGN_00636,AGN
sim_YSO_00977,YSO
sim_E_00645,E
sim_Periodic-Other_00358,Periodic-Other
sim_CEP_00763,CEP
sim_E_00798,E
sim_DSCT_00959,DSCT
sim_SNII_00616,SNII
sim_Periodic-Other_00435,Periodic-Other
sim_LPV_00171,LPV
sim_CV_Nova_00647,CV_Nova
sim_SNII_00469,SNII
sim_Periodic-Other_00232,Periodic-Other
sim_SNIbc_00320,SNIbc
sim_QSO_00559,QSO
sim_YSO_00213,YSO
sim_QSO_00317,QSO
sim_LPV_00932,LPV
sim_SLSN_00077,SLSN
sim_AGN_00025,AGN
sim_LPV_00259,LPV
sim_RRL_00663,RRL
sim_SLSN_00087,SLSN
sim_SLSN_00849,SLSN
sim_Blazar_00146,Blazar
sim_YSO_00860,YSO
sim_Periodic-Other_00512,Periodic-Other
sim_E_00939,E
sim_Periodic-Other_00756,Periodic-Other
sim_SNIa_00729,SNIa
sim_SNII_00300,SNII
sim_E_00381,E
sim_SLSN_00260,SLSN
sim_RRL_00523,RRL
sim_DSCT_00617,DSCT
sim_Periodic-Other_00068,Periodic-Other
sim_Periodic-Other_00823,Periodic-Other
sim_SNII_00717,SNII
sim_Periodic-Other_00939,Periodic-Other
sim_RRL_00969,RRL
sim_SLSN_00700,SLSN
sim_CEP_00772,CEP
sim_AGN_00812,AGN
sim_Periodic-Other_00583,Periodic-Other
sim_DSCT_00797,DSCT
sim_E_00661,E
sim_E_00286,E
sim_AGN_00497,AGN
sim_AGN_00982,AGN
sim_E_00940,E
sim_CV_Nova_00879,CV_Nova
sim_Periodic-Other_00594,Periodic-Other
sim_SLSN_00293,SLSN
sim_DSCT_00887,DSCT
sim_SNIa_00886,SNIa
sim_YSO_00690,YSO
sim_QSO_00334,QSO
sim_SNIa_00846,SNIa
sim_Periodic-Other_00888,Periodic-Other
sim_YSO_00488,YSO
sim_YSO_00523,YSO
sim_SNII_00388,SNII
sim_RRL_00016,RRL
sim_RRL_00381,RRL
sim_LPV_00017,LPV
sim_Blazar_00400,Blazar
sim_AGN_00608,AGN
sim_AGN_00270,AGN
sim_YSO_00377,YSO
sim_Blazar_00000,Blazar
sim_AGN_00420,AGN
sim_SNII_00683,SNII
sim_CEP_00942,CEP
sim_SNII_00232,SNII
sim_SNIbc_00076,SNIbc
sim_SLSN_00658,SLSN
sim_CEP_00915,CEP
sim_QSO_00169,QSO
sim_QSO_00624,QSO
sim_DSCT_00817,DSCT
sim_LPV_00862,LPV
sim_RRL_00404,RRL
sim_SLSN_00316,SLSN
sim_SNIa_00618,SNIa
sim_SNIbc_00655,SNIbc
sim_SNIbc_00410,SNIbc
sim_QSO_00603,QSO
sim_RRL_00319,RRL
sim_Periodic-Other_00878,Periodic-Other
sim_Blazar_00901,Blazar
sim_YSO_00761,YSO
sim_SNIa_00744,SNIa
sim_CEP_00897,CEP
sim_E_00204,E
sim_QSO_00325,QSO
sim_DSCT_00327,DSCT
sim_CV_Nova_00298,CV_Nova
sim_LPV_00443,LPV
sim_SNIa_00638,SNIa
sim_SNIa_00666,SNIa
sim_SNII_00045,SNII
sim_DSCT_00657,DSCT
sim_CEP_00138,CEP
sim_CV_Nova_00804,CV_Nova
sim_SNII_00220,SNII
sim_SNII_00179,SNII
sim_RRL_00436,RRL
sim_YSO_00532,YSO
sim_Blazar_00886,Blazar
sim_QSO_00779,QSO
sim_Blazar_00501,Blazar
sim_SNIa_00319,SNIa
sim_RRL_00431,RRL
sim_Periodic-Other_00078,Periodic-Other
sim_QSO_00580,QSO
sim_AGN_00501,AGN
sim_CV_Nova_00959,CV_Nova
sim_AGN_00591,AGN
sim_YSO_00358,YSO
sim_E_00131,E
sim_QSO_00949,QSO
sim_Periodic-Other_00376,Periodic-Other
sim_AGN_00954,AGN
sim_SLSN_00801,SLSN
sim_LPV_00826,LPV
sim_SNII_00743,SNII
sim_DSCT_00029,DSCT
sim_CV_Nova_00094,CV_Nova
sim_SNIbc_00306,SNIbc
sim_E_00726,E
sim_Blazar_00667,Blazar
sim_AGN_00666,AGN
sim_CV_Nova_00284,CV_Nova
sim_CV_Nova_00875,CV_Nova
sim_AGN_00619,AGN
sim_SLSN_00732,SLSN
sim_AGN_00430,AGN
sim_LPV_00715,LPV
sim_SLSN_00781,SLSN
sim_SNIa_00756,SNIa
sim_AGN_00251,AGN
sim_DSCT_00561,DSCT
sim_Blazar_00219,Blazar
sim_Periodic-Other_00223,Periodic-Other
sim_QSO_00863,QSO
sim_SNIbc_00279,SNIbc
sim_CEP_00956,CEP
sim_SNIbc_00300,SNIbc
sim_LPV_00508,LPV
sim_RRL_00097,RRL
sim_DSCT_00893,DSCT
sim_CEP_00557,CEP
sim_SLSN_00106,SLSN
sim_E_00392,E
sim_CEP_00962,CEP
sim_Blazar_00134,Blazar
sim_Blazar_00012,Blazar
sim_SLSN_00010,SLSN
sim_SNIa_00179,SNIa
sim_AGN_00539,AGN
sim_RRL_00978,RRL
sim_QSO_00831,QSO
sim_SNIa_00815,SNIa
sim_Blazar_00873,Blazar
sim_SLSN_00708,SLSN
sim_SNIbc_00409,SNIbc
sim_LPV_00716,LPV
sim_CEP_00505,CEP
sim_CV_Nova_00080,CV_Nova
sim_DSCT_00774,DSCT
sim_QSO_00408,QSO
sim_SNII_00562,SNII
sim_YSO_00871,YSO
sim_CEP_00704,CEP
sim_SNIa_00652,SNIa
sim_SLSN_00467,SLSN
sim_SNII_00636,SNII
sim_RRL_00644,RRL
sim_E_00943,E
sim_QSO_00844,QSO
sim_AGN_00429,AGN
sim_SNIbc_00998,SNIbc
sim_CEP_00090,CEP
sim_SNII_00416,SNII
sim_Periodic-Other_00080,Periodic-Other
sim_SNII_00032,SNII
sim_SNII_00917,SNII
sim_SNII_00436,SNII
sim_AGN_00922,AGN
sim_E_00239,E
sim_LPV_00181,LPV
sim_SNIbc_00394,SNIbc
sim_Blazar_00777,Blazar
sim_YSO_00671,YSO
sim_LPV_00093,LPV
sim_CEP_00154,CEP
sim_AGN_00162,AGN
sim_AGN_00651,AGN
sim_E_00804,E
sim_DSCT_00760,DSCT
sim_SLSN_00639,SLSN
sim_DSCT_00537,DSCT
sim_Blazar_00217,Blazar
sim_Periodic-Other_00685,Periodic-Other
sim_LPV_00934,LPV
sim_Periodic-Other_00396,Periodic-Other
sim_CV_Nova_00850,CV_Nova
sim_YSO_00329,YSO
sim_SNII_00125,SNII
sim_CV_Nova_00243,CV_Nova
sim_AGN_00530,AGN
sim_CEP_00566,CEP
sim_YSO_00517,YSO
sim_SNII_00708,SNII
sim_AGN_00860,AGN
sim_Periodic-Other_00604,Periodic-Other
sim_E_00772,E
sim_DSCT_00721,DSCT
sim_YSO_00163,YSO
sim_QSO_00445,QSO
sim_Blazar_00368,Blazar
sim_SLSN_00667,SLSN
sim_CV_Nova_00237,CV_Nova
sim_AGN_00315,AGN
sim_YSO_00299,YSO
sim_LPV_00864,LPV
sim_E_00100,E
sim_Blazar_00470,Blazar
sim_QSO_00465,QSO
sim_YSO_00966,YSO
sim_AGN_00764,AGN
sim_QSO_00547,QSO
sim_Blazar_00107,Blazar
sim_YSO_00634,YSO
sim_YSO_00449,YSO
sim_E_00928,E
sim_AGN_00387,AGN
sim_SLSN_00938,SLSN
sim_DSCT_00589,DSCT
sim_AGN_00202,AGN
sim_CV_Nova_00994,CV_Nova
sim_CEP_00164,CEP
sim_AGN_00425,AGN
sim_QSO_00148,QSO
sim_YSO_00527,YSO
sim_SNIbc_00774,SNIbc
sim_AGN_00761,AGN
sim_LPV_00018,LPV
sim_E_00435,E
sim_DSCT_00085,DSCT
sim_CV_Nova_00978,CV_Nova
sim_CV_Nova_00478,CV_Nova
sim_SNIa_00512,SNIa
sim_YSO_00173,YSO
sim_SLSN_00067,SLSN
sim_SNIbc_00635,SNIbc
sim_QSO_00019,QSO
sim_RRL_00073,RRL
sim_E_00579,E
sim_CV_Nova_00385,CV_Nova
sim_E_00968,E
sim_CV_Nova_00490,CV_Nova
sim_RRL_00799,RRL
sim_SNIa_00808,SNIa
sim_SNII_00315,SNII
sim_E_00243,E
sim_RRL_00204,RRL
sim_LPV_00870,LPV
sim_LPV_00665,LPV
sim_SNIbc_00521,SNIbc
sim_Blazar_00637,Blazar
sim_SLSN_00186,SLSN
sim_LPV_00688,LPV
sim_SNIa_00356,SNIa
sim_Blazar_00649,Blazar
sim_CV_Nova_00738,CV_Nova
sim_LPV_00627,LPV
sim_QSO_00367,QSO
sim_RRL_00916,RRL
sim_CV_Nova_00533,CV_Nova
sim_RRL_00951,RRL
sim_AGN_00719,AGN
sim_Blazar_00725,Blazar
sim_LPV_00395,LPV
sim_SLSN_00481,SLSN
sim_Periodic-Other_00085,Periodic-Other
sim_DSCT_00592,DSCT
sim_Blazar_00536,Blazar
sim_RRL_00814,RRL
sim_RRL_00414,RRL
sim_Periodic-Other_00127,Periodic-Other
sim_Periodic-Other_00461,Periodic-Other
sim_SLSN_00897,SLSN
sim_SNII_00292,SNII
sim_SNIbc_00994,SNIbc
sim_LPV_00175,LPV
sim_RRL_00902,RRL
sim_DSCT_00075,DSCT
sim_LPV_00268,LPV
sim_AGN_00375,AGN
sim_QSO_00234,QSO
sim_AGN_00307,AGN
sim_CV_Nova_00161,CV_Nova
sim_QSO_00257,QSO
sim_SLSN_00381,SLSN
sim_RRL_00482,RRL
sim_DSCT_00463,DSCT
sim_SNIa_00108,SNIa
sim_AGN_00390,AGN
sim_SNII_00230,SNII
sim_SNIa_00399,SNIa
sim_CV_Nova_00706,CV_Nova
sim_SNIbc_00805,SNIbc
sim_Blazar_00728,Blazar
sim_CEP_00137,CEP
sim_SLSN_00698,SLSN
sim_CEP_00219,CEP
sim_SNIa_00677,SNIa
sim_SLSN_00433,SLSN
sim_SNIbc_00348,SNIbc
sim_DSCT_00756,DSCT
sim_QSO_00581,QSO
sim_SNIbc_00838,SNIbc
sim_LPV_00119,LPV
sim_CV_Nova_00273,CV_Nova
sim_DSCT_00929,DSCT
sim_SNII_00176,SNII
sim_DSCT_00940,DSCT
sim_DSCT_00535,DSCT
sim_CV_Nova_00033,CV_Nova
sim_Blazar_00356,Blazar
sim_AGN_00294,AGN
sim_CEP_00170,CEP
sim_YSO_00096,YSO
sim_Periodic-Other_00466,Periodic-Other
sim_DSCT_00504,DSCT
sim_LPV_00888,LPV
sim_YSO_00164,YSO
sim_Periodic-Other_00656,Periodic-Other
sim_Periodic-Other_00547,Periodic-Other
sim_E_00684,E
sim_QSO_00371,QSO
sim_SNIbc_00943,SNIbc
sim_SNIa_00207,SNIa
sim_YSO_00700,YSO
sim_RRL_00364,RRL
sim_LPV_00344,LPV
sim_SLSN_00103,SLSN
sim_Blazar_00624,Blazar
sim_QSO_00926,QSO
sim_CEP_00375,CEP
sim_AGN_00165,AGN
sim_AGN_00980,AGN
sim_RRL_00349,RRL
sim_Blazar_00718,Blazar
sim_QSO_00705,QSO
sim_SNIbc_00733,SNIbc
sim_SLSN_00346,SLSN
sim_CEP_00213,CEP
sim_QSO_00679,QSO
sim_DSCT_00248,DSCT
sim_DSCT_00666,DSCT
sim_SNII_00339,SNII
sim_YSO_00778,YSO
sim_RRL_00982,RRL
sim_QSO_00529,QSO
sim_Periodic-Other_00854,Periodic-Other
sim_QSO_00773,QSO
sim_Periodic-Other_00912,Periodic-Other
sim_SNIa_00882,SNIa
sim_CEP_00264,CEP
sim_AGN_00368,AGN
sim_YSO_00810,YSO
sim_QSO_00209,QSO
sim_E_00447,E
sim_RRL_00830,RRL
sim_YSO_00849,YSO
sim_E_00492,E
sim_DSCT_00474,DSCT
sim_DSCT_00305,DSCT
sim_DSCT_00089,DSCT
sim_LPV_00448,LPV
sim_E_00812,E
sim_CEP_00654,CEP
sim_SLSN_00599,SLSN
sim_RRL_00571,RRL
sim_SNIa_00083,SNIa
sim_E_00519,E
sim_Blazar_00943,Blazar
sim_SNII_00011,SNII
sim_Blazar_00841,Blazar
sim_E_00073,E
sim_CV_Nova_00261,CV_Nova
sim_YSO_00792,YSO
sim_CV_Nova_00421,CV_Nova
sim_SNIa_00668,SNIa
sim_Periodic-Other_00215,Periodic-Other
sim_SNIa_00267,SNIa
sim_SNII_00016,SNII
sim_CEP_00043,CEP
sim_CEP_00831,CEP
sim_CEP_00278,CEP
sim_Blazar_00767,Blazar
sim_SNIa_00896,SNIa
sim_SNII_00330,SNII
sim_E_00655,E
sim_AGN_00388,AGN
sim_DSCT_00725,DSCT
sim_CV_Nova_00920,CV_Nova
sim_CEP_00359,CEP
sim_YSO_00389,YSO
sim_E_00364,E
sim_DSCT_00848,DSCT
sim_QSO_00021,QSO
sim_AGN_00196,AGN
sim_QSO_00536,QSO
sim_YSO_00776,YSO
sim_Blazar_00237,Blazar
sim_Blazar_00996,Blazar
sim_SNII_00752,SNII
sim_CV_Nova_00064,CV_Nova
sim_SNIbc_00266,SNIbc
sim_DSCT_00199,DSCT
sim_YSO_00958,YSO
sim_SNII_00512,SNII
sim_SLSN_00058,SLSN
sim_AGN_00495,AGN
sim_Periodic-Other_00102,Periodic-Other
sim_LPV_00231,LPV
sim_RRL_00947,RRL
sim_RRL_00021,RRL
sim_DSCT_00676,DSCT
sim_Periodic-Other_00809,Periodic-Other
sim_CEP_00926,CEP
sim_CEP_00752,CEP
sim_RRL_00105,RRL
sim_SNIa_00133,SNIa
sim_SNII_00728,SNII
sim_RRL_00500,RRL
sim_SNIbc_00361,SNIbc
sim_RRL_00938,RRL
sim_LPV_00940,LPV
sim_E_00191,E
sim_SNIbc_00872,SNIbc
sim_E_00563,E
sim_SNIbc_00883,SNIbc
sim_RRL_00134,RRL
sim_QSO_00625,QSO
sim_Blazar_00281,Blazar
sim_AGN_00998,AGN
sim_QSO_00277,QSO
sim_E_00654,E
sim_SLSN_00950,SLSN
sim_QSO_00060,QSO
sim_RRL_00241,RRL
sim_SLSN_00505,SLSN
sim_SNII_00516,SNII
sim_E_00234,E
sim_Blazar_00016,Blazar
sim_CV_Nova_00186,CV_Nova
sim_SLSN_00033,SLSN
sim_LPV_00628,LPV
sim_LPV_00058,LPV
sim_E_00616,E
sim_SLSN_00890,SLSN
sim_SNIbc_00553,SNIbc
sim_DSCT_00520,DSCT
sim_SNII_00415,SNII
sim_Blazar_00319,Blazar
sim_CV_Nova_00597,CV_Nova
sim_YSO_00326,YSO
sim_SNIbc_00299,SNIbc
sim_CEP_00663,CEP
sim_E_00706,E
sim_SLSN_00993,SLSN
sim_SLSN_00617,SLSN
sim_SNII_00308,SNII
sim_CEP_00825,CEP
sim_Periodic-Other_00310,Periodic-Other
sim_Blazar_00716,Blazar
sim_Blazar_00337,Blazar
sim_CEP_00059,CEP
sim_Periodic-Other_00421,Periodic-Other
sim_E_00752,E
sim_AGN_00805,AGN
sim_SNII_00184,SNII
sim_YSO_00014,YSO
sim_SNII_00051,SNII
sim_QSO_00656,QSO
sim_SNII_00080,SNII
sim_RRL_00913,RRL
sim_RRL_00196,RRL
sim_AGN_00838,AGN
sim_SNII_00558,SNII
sim_SLSN_00150,SLSN
sim_E_00110,E
sim_QSO_00698,QSO
sim_YSO_00150,YSO
sim_SNIbc_00412,SNIbc
sim_CEP_00972,CEP
sim_SNIa_00621,SNIa
sim_QSO_00975,QSO
sim_QSO_00206,QSO
sim_LPV_00728,LPV
sim_QSO_00537,QSO
sim_SNII_00054,SNII
sim_SNIbc_00835,SNIbc
sim_AGN_00821,AGN
sim_LPV_00651,LPV
sim_SLSN_00673,SLSN
sim_SLSN_00011,SLSN
sim_E_00046,E
sim_DSCT_00444,DSCT
sim_CV_Nova_00669,CV_Nova
sim_E_00773,E
sim_LPV_00356,LPV
sim_SNIbc_00058,SNIbc
sim_SNIa_00716,SNIa
sim_E_00498,E
sim_SNIbc_00817,SNIbc
sim_CV_Nova_00696,CV_Nova
sim_Blazar_00080,Blazar
sim_SNIa_00161,SNIa
sim_CV_Nova_00218,CV_Nova
sim_CV_Nova_00999,CV_Nova
sim_YSO_00031,YSO
sim_SLSN_00256,SLSN
sim_SLSN_00097,SLSN
sim_SNII_00021,SNII
sim_E_00197,E
sim_DSCT_00167,DSCT
sim_QSO_00003,QSO
sim_CV_Nova_00731,CV_Nova
sim_AGN_00946,AGN
sim_LPV_00522,LPV
sim_Blazar_00494,Blazar
sim_SNIa_00384,SNIa
sim_LPV_00170,LPV
sim_Blazar_00021,Blazar
sim_DSCT_00718,DSCT
sim_DSCT_00754,DSCT
sim_LPV_00073,LPV
sim_SNII_00449,SNII
sim_RRL_00895,RRL
sim_Periodic-Other_00970,Periodic-Other
sim_QSO_00121,QSO
sim_E_00307,E
sim_CV_Nova_00891,CV_Nova
sim_SNIa_00650,SNIa
sim_SNIbc_00009,SNIbc
sim_YSO_00501,YSO
sim_RRL_00203,RRL
sim_CEP_00991,CEP
sim_CV_Nova_00112,CV_Nova
sim_LPV_00346,LPV
sim_SNIa_00208,SNIa
sim_E_00557,E
sim_SNIa_00832,SNIa
sim_RRL_00297,RRL
sim_RRL_00849,RRL
sim_SLSN_00892,SLSN
sim_YSO_00505,YSO
sim_E_00066,E
sim_LPV_00126,LPV
sim_SNIbc_00311,SNIbc
sim_DSCT_00423,DSCT
sim_DSCT_00993,DSCT
sim_Periodic-Other_00422,Periodic-Other
sim_SNIbc_00470,SNIbc
sim_DSCT_00552,DSCT
sim_SNIa_00026,SNIa
sim_YSO_00416,YSO
sim_CEP_00510,CEP
sim_CV_Nova_00504,CV_Nova
sim_SNII_00456,SNII
sim_YSO_00506,YSO
sim_Periodic-Other_00113,Periodic-Other
sim_CEP_00377,CEP
sim_DSCT_00362,DSCT
sim_SLSN_00632,SLSN
sim_Periodic-Other_00608,Periodic-Other
sim_SNIa_00977,SNIa
sim_Periodic-Other_00401,Periodic-Other
sim_CEP_00343,CEP
sim_DSCT_00087,DSCT
sim_SNII_00732,SNII
sim_QSO_00197,QSO
sim_YSO_00692,YSO
sim_Periodic-Other_00876,Periodic-Other
sim_Periodic-Other_00462,Periodic-Other
sim_SNIbc_00975,SNIbc
sim_SLSN_00469,SLSN
sim_Periodic-Other_00798,Periodic-Other
sim_LPV_00592,LPV
sim_SNIbc_00453,SNIbc
sim_QSO_00955,QSO
sim_CV_Nova_00048,CV_Nova
sim_E_00593,E
sim_LPV_00157,LPV
sim_QSO_00314,QSO
sim_SLSN_00631,SLSN
sim_DSCT_00643,DSCT
sim_Periodic-Other_00256,Periodic-Other
sim_CV_Nova_00259,CV_Nova
sim_QSO_00156,QSO
sim_SNIbc_00615,SNIbc
sim_RRL_00683,RRL
sim_E_00701,E
sim_SNIa_00028,SNIa
sim_CV_Nova_00521,CV_Nova
sim_Periodic-Other_00313,Periodic-Other
sim_E_00468,E
sim_SNIbc_00378,SNIbc
sim_SNII_00049,SNII
sim_Blazar_00122,Blazar
sim_Blazar_00583,Blazar
sim_CV_Nova_00671,CV_Nova
sim_QSO_00569,QSO
sim_YSO_00259,YSO
sim_LPV_00250,LPV
sim_QSO_00489,QSO
sim_E_00573,E
sim_DSCT_00807,DSCT
sim_Periodic-Other_00368,Periodic-Other
sim_CEP_00453,CEP
sim_RRL_00165,RRL
sim_CEP_00907,CEP
sim_CV_Nova_00901,CV_Nova
sim_SLSN_00577,SLSN
sim_AGN_00908,AGN
sim_LPV_00667,LPV
sim_Periodic-Other_00817,Periodic-Other
sim_Blazar_00613,Blazar
sim_SNIbc_00071,SNIbc
sim_Blazar_00755,Blazar
sim_DSCT_00615,DSCT
sim_Blazar_00018,Blazar
sim_Blazar_00629,Blazar
sim_YSO_00109,YSO
sim_QSO_00546,QSO
sim_RRL_00167,RRL
sim_SNII_00818,SNII
sim_SLSN_00142,SLSN
sim_SNIbc_00688,SNIbc
sim_SNIa_00230,SNIa
sim_SNIa_00732,SNIa
sim_CEP_00202,CEP
sim_Periodic-Other_00959,Periodic-Other
sim_LPV_00962,LPV
sim_SNIbc_00216,SNIbc
sim_Periodic-Other_00083,Periodic-Other
sim_CEP_00613,CEP
sim_RRL_00592,RRL
sim_SNIbc_00742,SNIbc
sim_RRL_00066,RRL
sim_QSO_00293,QSO
sim_CEP_00281,CEP
sim_SNII_00584,SNII
sim_CV_Nova_00433,CV_Nova
sim_CEP_00111,CEP
sim_Blazar_00589,Blazar
sim_AGN_00002,AGN
sim_YSO_00964,YSO
sim_SNIa_00364,SNIa
sim_Blazar_00717,Blazar
sim_SNIa_00369,SNIa
sim_SLSN_00226,SLSN
sim_CV_Nova_00790,CV_Nova
sim_AGN_00830,AGN
sim_RRL_00318,RRL
sim_RRL_00899,RRL
sim_SNIbc_00250,SNIbc
sim_E_00329,E
sim_SNII_00133,SNII
sim_Blazar_00013,Blazar
sim_Blazar_00799,Blazar
sim_Periodic-Other_00734,Periodic-Other
sim_SLSN_00051,SLSN
sim_Blazar_00688,Blazar
sim_SNII_00417,SNII
sim_RRL_00634,RRL
sim_Blazar_00126,Blazar
sim_SLSN_00315,SLSN
sim_Blazar_00884,Blazar
sim_SNIbc_00246,SNIbc
sim_SNIbc_00776,SNIbc
sim_DSCT_00511,DSCT
sim_CV_Nova_00683,CV_Nova
sim_RRL_00118,RRL
sim_Blazar_00369,Blazar
sim_RRL_00048,RRL
sim_YSO_00711,YSO
sim_CV_Nova_00990,CV_Nova
sim_SNIbc_00247,SNIbc
sim_SNII_00688,SNII
sim_SLSN_00410,SLSN
sim_Blazar_00723,Blazar
sim_RRL_00612,RRL
sim_YSO_00888,YSO
sim_SNII_00028,SNII
sim_SNIbc_00404,SNIbc
sim_LPV_00468,LPV
sim_SNIbc_00055,SNIbc
sim_SNIbc_00314,SNIbc
sim_SNIa_00568,SNIa
sim_RRL_00641,RRL
sim_CEP_00337,CEP
sim_Blazar_00515,Blazar
sim_Periodic-Other_00747,Periodic-Other
sim_LPV_00243,LPV
sim_Periodic-Other_00722,Periodic-Other
sim_AGN_00386,AGN
sim_Periodic-Other_00866,Periodic-Other
sim_DSCT_00328,DSCT
sim_RRL_00371,RRL
sim_SLSN_00140,SLSN
sim_CEP_00116,CEP
sim_YSO_00338,YSO
sim_SNIa_00691,SNIa
sim_SNII_00239,SNII
sim_QSO_00960,QSO
sim_DSCT_00143,DSCT
sim_CV_Nova_00640,CV_Nova
sim_Periodic-Other_00618,Periodic-Other
sim_E_00687,E
sim_CV_Nova_00675,CV_Nova
sim_RRL_00148,RRL
sim_LPV_00979,LPV
sim_CV_Nova_00815,CV_Nova
sim_DSCT_00383,DSCT
sim_DSCT_00999,DSCT
sim_CEP_00420,CEP
sim_Blazar_00320,Blazar
sim_YSO_00589,YSO
sim_AGN_00195,AGN
sim_AGN_00826,AGN
sim_CV_Nova_00905,CV_Nova
sim_YSO_00129,YSO
sim_Periodic-Other_00459,Periodic-Other
sim_AGN_00474,AGN
sim_LPV_00830,LPV
sim_SNIa_00024,SNIa
sim_CEP_00496,CEP
sim_SNIbc_00164,SNIbc
sim_YSO_00881,YSO
sim_CEP_00175,CEP
sim_SNII_00018,SNII
sim_E_00224,E
sim_DSCT_00484,DSCT
sim_SNII_00967,SNII
sim_AGN_00957,AGN
sim_Blazar_00063,Blazar
sim_LPV_00611,LPV
sim_SNIbc_00728,SNIbc
sim_AGN_00167,AGN
sim_SLSN_00181,SLSN
sim_QSO_00613,QSO
sim_DSCT_00903,DSCT
sim_SNIbc_00471,SNIbc
sim_SNII_00832,SNII
sim_DSCT_00194,DSCT
sim_Blazar_00136,Blazar
sim_QSO_00079,QSO
sim_SNIa_00938,SNIa
sim_QSO_00198,QSO
sim_RRL_00854,RRL
sim_E_00116,E
sim_AGN_00077,AGN
sim_YSO_00592,YSO
sim_CEP_00928,CEP
sim_Blazar_00711,Blazar
sim_SNIa_00679,SNIa
sim_AGN_00520,AGN
sim_Blazar_00540,Blazar
sim_DSCT_00930,DSCT
sim_LPV_00846,LPV
sim_QSO_00002,QSO
sim_SNII_00544,SNII
sim_E_00728,E
sim_DSCT_00310,DSCT
sim_CEP_00479,CEP
sim_LPV_00076,LPV
sim_E_00605,E
sim_SNII_00053,SNII
sim_SLSN_00294,SLSN
sim_E_00367,E
sim_Periodic-Other_00053,Periodic-Other
